iter	RMSE
791	4.756338343
792	4.755327755
793	4.754869069
794	4.754123222
795	4.752198349
796	4.751009538
797	4.750499638
798	4.748763714
799	4.747965278
800	4.747028519
801	4.745969025
802	4.744938989
803	4.744040695
804	4.743606735
805	4.741801626
806	4.740897949
807	4.739767243
808	4.738792175
809	4.73779447
810	4.736993967
811	4.73578358
812	4.73514337
813	4.734382412
814	4.733844381
815	4.732733005
816	4.731828857
817	4.731611224
818	4.731268767
819	4.730839983
820	4.72965704
821	4.728471572
822	4.727101182
823	4.725727071
824	4.725016004
825	4.724072281
826	4.723422916
827	4.722070043
828	4.721334757
829	4.719899937
830	4.719277061
831	4.718667224
832	4.717915724
833	4.717367238
834	4.716253233
835	4.715789535
836	4.714992682
837	4.714469847
838	4.712994482
839	4.712173864
840	4.711669323
841	4.711544569
842	4.711017443
843	4.710392833
844	4.709956038
845	4.708879303
846	4.708104962
847	4.707648031
848	4.7070034
849	4.706032324
850	4.705109999
851	4.704082869
852	4.703273299
853	4.702239187
854	4.701953272
855	4.701302607
856	4.700482446
857	4.699736199
858	4.69899539
859	4.698243073
860	4.698209932
861	4.697870801
862	4.69664589
863	4.69573773
864	4.695090103
865	4.693901139
866	4.693446568
867	4.692510896
868	4.690747828
869	4.689888563
870	4.689702963
871	4.6889871
872	4.688295659
873	4.68775527
874	4.686960555
875	4.68565346
876	4.685333507
877	4.684816365
878	4.683827439
879	4.683371007
880	4.681833509
881	4.680889935
882	4.679303311
883	4.679196139
884	4.677902114
885	4.677871425
886	4.677348891
887	4.67683957
888	4.676164435
889	4.674700451
890	4.674289353
891	4.673549187
892	4.672533321
893	4.671853333
894	4.670865583
895	4.670524619
896	4.670399063
897	4.669735317
898	4.668724169
899	4.667459904
900	4.666779978
901	4.665290864
902	4.664735559
903	4.663512443
904	4.663013644
905	4.66108808
906	4.659936592
907	4.659192896
908	4.658097221
909	4.657602077
910	4.65691977
911	4.656230158
912	4.655705079
913	4.655172286
914	4.654992944
915	4.654425172
916	4.653538616
917	4.652696259
918	4.652066563
919	4.65159162
920	4.651382226
921	4.650612639
922	4.649776317
923	4.647726739
924	4.647312244
925	4.646465017
926	4.64533902
927	4.644523945
928	4.643932186
929	4.643112184
930	4.642563299
931	4.641763215
932	4.640953194
933	4.640790508
934	4.639991894
935	4.639339219
936	4.638419181
937	4.637590291
938	4.63700092
939	4.636422225
940	4.636143022
941	4.635073582
942	4.634929354
943	4.634459802
944	4.634361034
945	4.634261064
946	4.633550983
947	4.632394626
948	4.63170274
949	4.630919349
950	4.630107668
951	4.629345498
952	4.627262917
953	4.626161896
954	4.624878939
955	4.623983796
956	4.623494575
957	4.622532026
958	4.621422829
959	4.620687301
960	4.620465764
961	4.620083249
962	4.619347375
963	4.618757921
964	4.618678824
965	4.617571325
966	4.616744738
967	4.616062865
968	4.615469056
969	4.614142182
970	4.61355511
971	4.613147425
972	4.612413129
973	4.61175764
974	4.611107139
975	4.610657621
976	4.609599788
977	4.609151221
978	4.608627407
979	4.607191341
980	4.607037481
981	4.606337488
982	4.605827366
983	4.605066862
984	4.604809393
985	4.604551179
986	4.604401493
987	4.602960605
988	4.602550465
989	4.602032229
990	4.601222679
991	4.600558533
992	4.600105891
993	4.599338023
994	4.598636072
995	4.598070443
996	4.598043758
997	4.597624197
998	4.597219678
999	4.596450536
